chr	start	end	methylation_pct	coverage	sample_id	condition
chr22	17690000	17690002	56.0	50	E032_monocyte	monocyte
chr22	17692000	17692002	45.7	19	E032_monocyte	monocyte
chr22	17694000	17694002	51.8	68	E032_monocyte	monocyte
chr22	17696000	17696002	47.5	68	E032_monocyte	monocyte
chr22	17698000	17698002	45.6	54	E032_monocyte	monocyte
chr22	17700000	17700002	39.9	76	E032_monocyte	monocyte
chr22	17702000	17702002	28.6	63	E032_monocyte	monocyte
chr22	17704000	17704002	41.3	42	E032_monocyte	monocyte
chr22	17706000	17706002	42.8	24	E032_monocyte	monocyte
chr22	17708000	17708002	49.0	53	E032_monocyte	monocyte
chr22	17710000	17710002	51.5	46	E032_monocyte	monocyte
chr22	17712000	17712002	35.4	53	E032_monocyte	monocyte
chr22	17714000	17714002	29.3	29	E032_monocyte	monocyte
chr22	17716000	17716002	60.7	5	E032_monocyte	monocyte
chr22	17718000	17718002	26.6	74	E032_monocyte	monocyte
chr22	17720000	17720002	44.1	42	E032_monocyte	monocyte
chr22	17722000	17722002	30.8	42	E032_monocyte	monocyte
chr22	17724000	17724002	30.1	7	E032_monocyte	monocyte
chr22	17726000	17726002	69.1	44	E032_monocyte	monocyte
chr22	17728000	17728002	21.9	70	E032_monocyte	monocyte
chr22	17730000	17730002	39.7	79	E032_monocyte	monocyte
chr22	17732000	17732002	42.0	64	E032_monocyte	monocyte
chr22	17734000	17734002	38.9	7	E032_monocyte	monocyte
chr22	17736000	17736002	40.7	52	E032_monocyte	monocyte
chr22	17738000	17738002	38.0	53	E032_monocyte	monocyte
chr22	17740000	17740002	42.3	14	E032_monocyte	monocyte
chr22	17742000	17742002	17.3	45	E032_monocyte	monocyte
chr22	17744000	17744002	48.4	68	E032_monocyte	monocyte
chr22	17746000	17746002	61.1	37	E032_monocyte	monocyte
chr22	17748000	17748002	16.9	55	E032_monocyte	monocyte
chr22	17750000	17750002	17.2	59	E032_monocyte	monocyte
chr22	17752000	17752002	33.2	45	E032_monocyte	monocyte
chr22	17754000	17754002	32.3	58	E032_monocyte	monocyte
chr22	17756000	17756002	41.0	68	E032_monocyte	monocyte
chr22	17758000	17758002	49.5	65	E032_monocyte	monocyte
chr22	17760000	17760002	36.2	50	E032_monocyte	monocyte
chr22	17762000	17762002	48.3	77	E032_monocyte	monocyte
chr22	17764000	17764002	48.9	56	E032_monocyte	monocyte
chr22	17766000	17766002	52.8	49	E032_monocyte	monocyte
chr22	17768000	17768002	32.0	22	E032_monocyte	monocyte
chr22	17770000	17770002	37.8	8	E032_monocyte	monocyte
chr22	17772000	17772002	28.9	25	E032_monocyte	monocyte
chr22	17774000	17774002	23.9	24	E032_monocyte	monocyte
chr22	17776000	17776002	33.7	46	E032_monocyte	monocyte
chr22	17778000	17778002	35.9	57	E032_monocyte	monocyte
chr22	17780000	17780002	41.7	45	E032_monocyte	monocyte
chr22	17782000	17782002	48.4	45	E032_monocyte	monocyte
chr22	17784000	17784002	41.1	56	E032_monocyte	monocyte
chr22	17786000	17786002	16.7	34	E032_monocyte	monocyte
chr22	17788000	17788002	24.6	24	E032_monocyte	monocyte
chr22	17790000	17790002	46.6	57	E032_monocyte	monocyte
chr22	17792000	17792002	49.8	42	E032_monocyte	monocyte
chr22	17794000	17794002	58.5	28	E032_monocyte	monocyte
chr22	17796000	17796002	54.1	47	E032_monocyte	monocyte
chr22	17798000	17798002	43.9	38	E032_monocyte	monocyte
chr22	17800000	17800002	37.5	75	E032_monocyte	monocyte
chr22	17802000	17802002	37.5	48	E032_monocyte	monocyte
chr22	17804000	17804002	48.3	18	E032_monocyte	monocyte
chr22	17806000	17806002	45.8	33	E032_monocyte	monocyte
chr22	17808000	17808002	25.7	10	E032_monocyte	monocyte
chr22	17810000	17810002	19.1	10	E032_monocyte	monocyte
chr22	17812000	17812002	37.4	33	E032_monocyte	monocyte
chr22	17814000	17814002	58.4	25	E032_monocyte	monocyte
chr22	17816000	17816002	59.8	27	E032_monocyte	monocyte
chr22	17818000	17818002	48.4	24	E032_monocyte	monocyte
chr22	17820000	17820002	63.4	14	E032_monocyte	monocyte
chr22	17822000	17822002	55.7	52	E032_monocyte	monocyte
chr22	17824000	17824002	39.9	19	E032_monocyte	monocyte
chr22	17826000	17826002	22.0	52	E032_monocyte	monocyte
chr22	17828000	17828002	10.6	74	E032_monocyte	monocyte
chr22	17830000	17830002	32.8	58	E032_monocyte	monocyte
chr22	17832000	17832002	0	43	E032_monocyte	monocyte
chr22	17834000	17834002	29.7	6	E032_monocyte	monocyte
chr22	17836000	17836002	55.8	72	E032_monocyte	monocyte
chr22	17838000	17838002	52.1	46	E032_monocyte	monocyte
chr22	17840000	17840002	38.6	54	E032_monocyte	monocyte
chr22	17842000	17842002	58.6	44	E032_monocyte	monocyte
chr22	17844000	17844002	64.9	5	E032_monocyte	monocyte
chr22	17846000	17846002	38.2	10	E032_monocyte	monocyte
chr22	17848000	17848002	42.6	69	E032_monocyte	monocyte
chr22	17850000	17850002	31.0	68	E032_monocyte	monocyte
chr22	17852000	17852002	22.9	36	E032_monocyte	monocyte
chr22	17854000	17854002	46.5	45	E032_monocyte	monocyte
chr22	17856000	17856002	14.3	54	E032_monocyte	monocyte
chr22	17858000	17858002	36.6	56	E032_monocyte	monocyte
chr22	17860000	17860002	34.0	44	E032_monocyte	monocyte
chr22	17862000	17862002	69.7	20	E032_monocyte	monocyte
chr22	17864000	17864002	20.2	32	E032_monocyte	monocyte
chr22	17866000	17866002	26.4	42	E032_monocyte	monocyte
chr22	17868000	17868002	36.0	23	E032_monocyte	monocyte
chr22	17870000	17870002	33.9	60	E032_monocyte	monocyte
chr22	17872000	17872002	43.4	29	E032_monocyte	monocyte
chr22	17874000	17874002	31.2	28	E032_monocyte	monocyte
chr22	17876000	17876002	62.8	10	E032_monocyte	monocyte
chr22	17878000	17878002	42.5	41	E032_monocyte	monocyte
chr22	17880000	17880002	45.9	32	E032_monocyte	monocyte
chr22	17882000	17882002	49.8	19	E032_monocyte	monocyte
chr22	17884000	17884002	36.6	70	E032_monocyte	monocyte
chr22	17886000	17886002	57.0	77	E032_monocyte	monocyte
chr22	17888000	17888002	43.3	19	E032_monocyte	monocyte
chr22	17890000	17890002	17.0	16	E032_monocyte	monocyte
chr22	17892000	17892002	19.6	24	E032_monocyte	monocyte
chr22	17894000	17894002	43.7	57	E032_monocyte	monocyte
chr22	17896000	17896002	22.9	40	E032_monocyte	monocyte
chr22	17898000	17898002	29.4	78	E032_monocyte	monocyte
chr22	17900000	17900002	37.5	25	E032_monocyte	monocyte
chr22	17902000	17902002	33.7	70	E032_monocyte	monocyte
chr22	17904000	17904002	37.7	75	E032_monocyte	monocyte
chr22	17906000	17906002	33.1	7	E032_monocyte	monocyte
chr22	17908000	17908002	68.7	59	E032_monocyte	monocyte
chr22	17910000	17910002	50.7	57	E032_monocyte	monocyte
chr22	17912000	17912002	62.7	26	E032_monocyte	monocyte
chr22	17914000	17914002	43.0	5	E032_monocyte	monocyte
chr22	17916000	17916002	52.8	30	E032_monocyte	monocyte
chr22	17918000	17918002	45.3	25	E032_monocyte	monocyte
chr22	17920000	17920002	30.5	55	E032_monocyte	monocyte
chr22	17922000	17922002	37.6	29	E032_monocyte	monocyte
chr22	17924000	17924002	40.9	10	E032_monocyte	monocyte
chr22	17926000	17926002	39.1	46	E032_monocyte	monocyte
chr22	17928000	17928002	44.4	72	E032_monocyte	monocyte
chr22	17930000	17930002	28.9	35	E032_monocyte	monocyte
chr22	17932000	17932002	39.1	50	E032_monocyte	monocyte
chr22	17934000	17934002	39.7	75	E032_monocyte	monocyte
chr22	17936000	17936002	27.3	26	E032_monocyte	monocyte
chr22	17938000	17938002	8.3	77	E032_monocyte	monocyte
chr22	17940000	17940002	40.6	62	E032_monocyte	monocyte
chr22	17942000	17942002	34.6	55	E032_monocyte	monocyte
chr22	17944000	17944002	24.4	63	E032_monocyte	monocyte
chr22	17946000	17946002	36.6	60	E032_monocyte	monocyte
chr22	17948000	17948002	67.1	27	E032_monocyte	monocyte
chr22	17950000	17950002	28.0	76	E032_monocyte	monocyte
chr22	17952000	17952002	50.2	69	E032_monocyte	monocyte
chr22	17954000	17954002	39.5	54	E032_monocyte	monocyte
chr22	17956000	17956002	25.6	31	E032_monocyte	monocyte
chr22	17958000	17958002	12.5	32	E032_monocyte	monocyte
chr22	17960000	17960002	46.1	15	E032_monocyte	monocyte
chr22	17962000	17962002	25.9	69	E032_monocyte	monocyte
chr22	17964000	17964002	36.2	74	E032_monocyte	monocyte
chr22	17966000	17966002	46.3	56	E032_monocyte	monocyte
chr22	17968000	17968002	47.3	36	E032_monocyte	monocyte
chr22	17970000	17970002	54.8	60	E032_monocyte	monocyte
chr22	17972000	17972002	3.2	18	E032_monocyte	monocyte
chr22	17974000	17974002	27.5	5	E032_monocyte	monocyte
chr22	17976000	17976002	49.6	69	E032_monocyte	monocyte
chr22	17978000	17978002	38.4	25	E032_monocyte	monocyte
chr22	17980000	17980002	43.2	24	E032_monocyte	monocyte
chr22	17982000	17982002	50.2	17	E032_monocyte	monocyte
chr22	17984000	17984002	26.4	33	E032_monocyte	monocyte
chr22	17986000	17986002	14.2	49	E032_monocyte	monocyte
chr22	17988000	17988002	53.4	13	E032_monocyte	monocyte
chr22	17990000	17990002	30.0	72	E032_monocyte	monocyte
chr22	17992000	17992002	16.7	7	E032_monocyte	monocyte
chr22	17994000	17994002	43.4	56	E032_monocyte	monocyte
chr22	17996000	17996002	56.5	54	E032_monocyte	monocyte
chr22	17998000	17998002	35.0	17	E032_monocyte	monocyte
chr22	18000000	18000002	30.8	52	E032_monocyte	monocyte
chr22	18002000	18002002	27.2	79	E032_monocyte	monocyte
chr22	18004000	18004002	50.6	73	E032_monocyte	monocyte
chr22	18006000	18006002	58.5	71	E032_monocyte	monocyte
chr22	18008000	18008002	57.6	39	E032_monocyte	monocyte
chr22	18010000	18010002	52.9	36	E032_monocyte	monocyte
chr22	18012000	18012002	42.7	64	E032_monocyte	monocyte
chr22	18014000	18014002	19.3	61	E032_monocyte	monocyte
chr22	18016000	18016002	47.2	69	E032_monocyte	monocyte
chr22	18018000	18018002	38.0	19	E032_monocyte	monocyte
chr22	18020000	18020002	27.9	79	E032_monocyte	monocyte
chr22	18022000	18022002	56.1	73	E032_monocyte	monocyte
chr22	18024000	18024002	28.4	43	E032_monocyte	monocyte
chr22	18026000	18026002	25.3	49	E032_monocyte	monocyte
chr22	18028000	18028002	35.0	7	E032_monocyte	monocyte
chr22	18030000	18030002	32.0	24	E032_monocyte	monocyte
chr22	18032000	18032002	35.6	56	E032_monocyte	monocyte
chr22	18034000	18034002	26.1	73	E032_monocyte	monocyte
chr22	18036000	18036002	33.1	50	E032_monocyte	monocyte
chr22	18038000	18038002	46.1	78	E032_monocyte	monocyte
chr22	18040000	18040002	43.9	62	E032_monocyte	monocyte
chr22	18042000	18042002	32.8	31	E032_monocyte	monocyte
chr22	18044000	18044002	33.6	77	E032_monocyte	monocyte
chr22	18046000	18046002	56.7	25	E032_monocyte	monocyte
chr22	18048000	18048002	34.1	39	E032_monocyte	monocyte
chr22	18050000	18050002	48.9	60	E032_monocyte	monocyte
chr22	18052000	18052002	38.6	61	E032_monocyte	monocyte
chr22	18054000	18054002	38.5	43	E032_monocyte	monocyte
chr22	18056000	18056002	54.9	7	E032_monocyte	monocyte
chr22	18058000	18058002	27.1	61	E032_monocyte	monocyte
chr22	18060000	18060002	38.1	57	E032_monocyte	monocyte
chr22	18062000	18062002	56.9	59	E032_monocyte	monocyte
chr22	18064000	18064002	0	13	E032_monocyte	monocyte
chr22	18066000	18066002	12.5	61	E032_monocyte	monocyte
chr22	18068000	18068002	26.5	7	E032_monocyte	monocyte
chr22	18070000	18070002	33.2	76	E032_monocyte	monocyte
chr22	18072000	18072002	66.2	63	E032_monocyte	monocyte
chr22	18074000	18074002	40.6	44	E032_monocyte	monocyte
chr22	18076000	18076002	33.1	76	E032_monocyte	monocyte
chr22	18078000	18078002	23.8	50	E032_monocyte	monocyte
chr22	18080000	18080002	28.5	41	E032_monocyte	monocyte
chr22	18082000	18082002	13.1	56	E032_monocyte	monocyte
chr22	18084000	18084002	34.0	29	E032_monocyte	monocyte
chr22	18086000	18086002	76.7	69	E032_monocyte	monocyte
chr22	18088000	18088002	44.2	64	E032_monocyte	monocyte
chr22	18090000	18090002	34.0	36	E032_monocyte	monocyte
chr22	18092000	18092002	36.0	48	E032_monocyte	monocyte
chr22	18094000	18094002	56.1	31	E032_monocyte	monocyte
chr22	18096000	18096002	24.1	73	E032_monocyte	monocyte
chr22	18098000	18098002	51.8	18	E032_monocyte	monocyte
chr22	18100000	18100002	52.5	79	E032_monocyte	monocyte
chr22	18102000	18102002	39.8	73	E032_monocyte	monocyte
chr22	18104000	18104002	52.2	6	E032_monocyte	monocyte
chr22	18106000	18106002	42.2	26	E032_monocyte	monocyte
chr22	18108000	18108002	30.6	55	E032_monocyte	monocyte
chr22	18110000	18110002	24.6	6	E032_monocyte	monocyte
chr22	18112000	18112002	35.7	9	E032_monocyte	monocyte
chr22	18114000	18114002	48.1	25	E032_monocyte	monocyte
chr22	18116000	18116002	9.3	10	E032_monocyte	monocyte
chr22	18118000	18118002	62.8	55	E032_monocyte	monocyte
chr22	18120000	18120002	24.6	12	E032_monocyte	monocyte
chr22	18122000	18122002	51.2	7	E032_monocyte	monocyte
chr22	18124000	18124002	45.0	73	E032_monocyte	monocyte
chr22	18126000	18126002	32.0	37	E032_monocyte	monocyte
chr22	18128000	18128002	35.6	33	E032_monocyte	monocyte
chr22	18130000	18130002	45.5	5	E032_monocyte	monocyte
chr22	18132000	18132002	22.5	76	E032_monocyte	monocyte
chr22	18134000	18134002	33.5	29	E032_monocyte	monocyte
chr22	18136000	18136002	59.2	47	E032_monocyte	monocyte
chr22	18138000	18138002	20.8	66	E032_monocyte	monocyte
chr22	18140000	18140002	30.6	75	E032_monocyte	monocyte
chr22	18142000	18142002	65.9	35	E032_monocyte	monocyte
chr22	18144000	18144002	22.0	38	E032_monocyte	monocyte
chr22	18146000	18146002	23.3	18	E032_monocyte	monocyte
chr22	18148000	18148002	25.3	35	E032_monocyte	monocyte
chr22	18150000	18150002	34.9	6	E032_monocyte	monocyte
chr22	18152000	18152002	62.5	52	E032_monocyte	monocyte
chr22	18154000	18154002	70.7	6	E032_monocyte	monocyte
chr22	18156000	18156002	49.9	49	E032_monocyte	monocyte
chr22	18158000	18158002	43.0	54	E032_monocyte	monocyte
chr22	18160000	18160002	40.9	80	E032_monocyte	monocyte
chr22	18162000	18162002	24.8	50	E032_monocyte	monocyte
chr22	18164000	18164002	38.3	50	E032_monocyte	monocyte
chr22	18166000	18166002	37.8	54	E032_monocyte	monocyte
chr22	18168000	18168002	34.9	77	E032_monocyte	monocyte
chr22	18170000	18170002	58.5	29	E032_monocyte	monocyte
chr22	18172000	18172002	59.0	42	E032_monocyte	monocyte
chr22	18174000	18174002	3.0	60	E032_monocyte	monocyte
chr22	18176000	18176002	35.4	66	E032_monocyte	monocyte
chr22	18178000	18178002	41.5	7	E032_monocyte	monocyte
chr22	18180000	18180002	29.5	25	E032_monocyte	monocyte
chr22	18182000	18182002	24.8	58	E032_monocyte	monocyte
chr22	18184000	18184002	59.5	8	E032_monocyte	monocyte
chr22	18186000	18186002	21.2	19	E032_monocyte	monocyte
chr22	18188000	18188002	33.1	52	E032_monocyte	monocyte
chr22	18190000	18190002	32.6	20	E032_monocyte	monocyte
chr22	18192000	18192002	51.4	42	E032_monocyte	monocyte
chr22	18194000	18194002	43.5	43	E032_monocyte	monocyte
chr22	18196000	18196002	50.9	10	E032_monocyte	monocyte
chr22	18198000	18198002	36.4	55	E032_monocyte	monocyte
chr22	18200000	18200002	17.9	59	E032_monocyte	monocyte
chr22	18202000	18202002	42.2	76	E032_monocyte	monocyte
chr22	18204000	18204002	52.4	52	E032_monocyte	monocyte
chr22	18206000	18206002	31.3	26	E032_monocyte	monocyte
chr22	18208000	18208002	38.7	23	E032_monocyte	monocyte
chr22	18210000	18210002	44.0	21	E032_monocyte	monocyte
chr22	18212000	18212002	64.4	60	E032_monocyte	monocyte
chr22	18214000	18214002	62.1	66	E032_monocyte	monocyte
chr22	18216000	18216002	62.7	27	E032_monocyte	monocyte
chr22	18218000	18218002	66.4	28	E032_monocyte	monocyte
chr22	18220000	18220002	48.8	6	E032_monocyte	monocyte
chr22	18222000	18222002	36.5	47	E032_monocyte	monocyte
chr22	18224000	18224002	43.1	42	E032_monocyte	monocyte
chr22	18226000	18226002	74.6	61	E032_monocyte	monocyte
chr22	18228000	18228002	43.1	44	E032_monocyte	monocyte
chr22	18230000	18230002	28.8	66	E032_monocyte	monocyte
chr22	18232000	18232002	50.4	41	E032_monocyte	monocyte
chr22	18234000	18234002	32.5	46	E032_monocyte	monocyte
chr22	18236000	18236002	32.6	60	E032_monocyte	monocyte
chr22	18238000	18238002	47.7	46	E032_monocyte	monocyte
chr22	18240000	18240002	53.9	34	E032_monocyte	monocyte
chr22	18242000	18242002	65.6	73	E032_monocyte	monocyte
chr22	18244000	18244002	40.3	15	E032_monocyte	monocyte
chr22	18246000	18246002	41.6	22	E032_monocyte	monocyte
chr22	18248000	18248002	34.3	32	E032_monocyte	monocyte
chr22	18250000	18250002	63.6	18	E032_monocyte	monocyte
chr22	18252000	18252002	54.2	12	E032_monocyte	monocyte
chr22	18254000	18254002	64.4	5	E032_monocyte	monocyte
chr22	18256000	18256002	39.2	28	E032_monocyte	monocyte
chr22	18258000	18258002	25.0	16	E032_monocyte	monocyte
chr22	18260000	18260002	45.1	65	E032_monocyte	monocyte
chr22	18262000	18262002	37.6	35	E032_monocyte	monocyte
chr22	18264000	18264002	59.0	64	E032_monocyte	monocyte
chr22	18266000	18266002	30.0	68	E032_monocyte	monocyte
chr22	18268000	18268002	54.2	73	E032_monocyte	monocyte
chr22	18270000	18270002	61.5	74	E032_monocyte	monocyte
chr22	18272000	18272002	37.6	76	E032_monocyte	monocyte
chr22	18274000	18274002	19.3	46	E032_monocyte	monocyte
chr22	18276000	18276002	36.9	46	E032_monocyte	monocyte
chr22	18278000	18278002	27.2	26	E032_monocyte	monocyte
chr22	18280000	18280002	49.4	26	E032_monocyte	monocyte
chr22	18282000	18282002	60.2	49	E032_monocyte	monocyte
chr22	18284000	18284002	58.9	17	E032_monocyte	monocyte
chr22	18286000	18286002	62.9	56	E032_monocyte	monocyte
chr22	18288000	18288002	53.2	67	E032_monocyte	monocyte
chr22	18290000	18290002	51.8	52	E032_monocyte	monocyte
chr22	18292000	18292002	27.7	12	E032_monocyte	monocyte
chr22	18294000	18294002	29.2	48	E032_monocyte	monocyte
chr22	18296000	18296002	55.9	11	E032_monocyte	monocyte
chr22	18298000	18298002	30.8	51	E032_monocyte	monocyte
chr22	18300000	18300002	37.6	62	E032_monocyte	monocyte
chr22	18302000	18302002	46.2	63	E032_monocyte	monocyte
chr22	18304000	18304002	34.0	51	E032_monocyte	monocyte
chr22	18306000	18306002	55.9	32	E032_monocyte	monocyte
chr22	18308000	18308002	34.9	61	E032_monocyte	monocyte
chr22	18310000	18310002	46.5	72	E032_monocyte	monocyte
chr22	18312000	18312002	36.6	42	E032_monocyte	monocyte
chr22	18314000	18314002	10.8	19	E032_monocyte	monocyte
chr22	18316000	18316002	54.4	20	E032_monocyte	monocyte
chr22	18318000	18318002	14.9	50	E032_monocyte	monocyte
chr22	18320000	18320002	19.6	78	E032_monocyte	monocyte
chr22	18322000	18322002	28.7	63	E032_monocyte	monocyte
chr22	18324000	18324002	43.9	31	E032_monocyte	monocyte
chr22	18326000	18326002	51.8	9	E032_monocyte	monocyte
chr22	18328000	18328002	31.3	73	E032_monocyte	monocyte
chr22	18330000	18330002	55.0	8	E032_monocyte	monocyte
chr22	18332000	18332002	41.3	32	E032_monocyte	monocyte
chr22	18334000	18334002	47.6	58	E032_monocyte	monocyte
chr22	18336000	18336002	62.9	30	E032_monocyte	monocyte
chr22	18338000	18338002	53.2	35	E032_monocyte	monocyte
chr22	18340000	18340002	48.3	28	E032_monocyte	monocyte
chr22	18342000	18342002	23.8	59	E032_monocyte	monocyte
chr22	18344000	18344002	56.6	69	E032_monocyte	monocyte
chr22	18346000	18346002	33.0	73	E032_monocyte	monocyte
chr22	18348000	18348002	61.1	76	E032_monocyte	monocyte
chr22	18350000	18350002	22.5	13	E032_monocyte	monocyte
chr22	18352000	18352002	34.4	74	E032_monocyte	monocyte
chr22	18354000	18354002	47.4	65	E032_monocyte	monocyte
chr22	18356000	18356002	44.1	76	E032_monocyte	monocyte
chr22	18358000	18358002	51.6	60	E032_monocyte	monocyte
chr22	18360000	18360002	49.2	45	E032_monocyte	monocyte
chr22	18362000	18362002	60.8	28	E032_monocyte	monocyte
chr22	18364000	18364002	56.5	57	E032_monocyte	monocyte
chr22	18366000	18366002	56.0	46	E032_monocyte	monocyte
chr22	18368000	18368002	45.1	46	E032_monocyte	monocyte
chr22	18370000	18370002	31.0	33	E032_monocyte	monocyte
chr22	18372000	18372002	13.0	70	E032_monocyte	monocyte
chr22	18374000	18374002	43.0	11	E032_monocyte	monocyte
chr22	18376000	18376002	55.5	18	E032_monocyte	monocyte
chr22	18378000	18378002	51.5	50	E032_monocyte	monocyte
chr22	18380000	18380002	24.8	42	E032_monocyte	monocyte
chr22	18382000	18382002	47.8	40	E032_monocyte	monocyte
chr22	18384000	18384002	52.0	66	E032_monocyte	monocyte
chr22	18386000	18386002	27.1	61	E032_monocyte	monocyte
chr22	18388000	18388002	38.3	80	E032_monocyte	monocyte
chr22	18390000	18390002	5.1	55	E032_monocyte	monocyte
chr22	18392000	18392002	35.3	44	E032_monocyte	monocyte
chr22	18394000	18394002	37.1	33	E032_monocyte	monocyte
chr22	18396000	18396002	43.8	80	E032_monocyte	monocyte
chr22	18398000	18398002	54.6	78	E032_monocyte	monocyte
chr22	18400000	18400002	39.4	60	E032_monocyte	monocyte
chr22	18402000	18402002	54.6	38	E032_monocyte	monocyte
chr22	18404000	18404002	53.5	80	E032_monocyte	monocyte
chr22	18406000	18406002	37.6	78	E032_monocyte	monocyte
chr22	18408000	18408002	36.9	9	E032_monocyte	monocyte
chr22	18410000	18410002	38.1	19	E032_monocyte	monocyte
chr22	18412000	18412002	59.3	48	E032_monocyte	monocyte
chr22	18414000	18414002	46.0	66	E032_monocyte	monocyte
chr22	18416000	18416002	40.4	34	E032_monocyte	monocyte
chr22	18418000	18418002	42.7	48	E032_monocyte	monocyte
chr22	18420000	18420002	52.1	74	E032_monocyte	monocyte
chr22	18422000	18422002	60.1	57	E032_monocyte	monocyte
chr22	18424000	18424002	33.6	41	E032_monocyte	monocyte
chr22	18426000	18426002	29.4	26	E032_monocyte	monocyte
chr22	18428000	18428002	31.3	70	E032_monocyte	monocyte
chr22	18430000	18430002	27.9	71	E032_monocyte	monocyte
chr22	18432000	18432002	32.6	63	E032_monocyte	monocyte
chr22	18434000	18434002	63.9	79	E032_monocyte	monocyte
chr22	18436000	18436002	33.7	52	E032_monocyte	monocyte
chr22	18438000	18438002	46.7	67	E032_monocyte	monocyte
chr22	18440000	18440002	28.8	49	E032_monocyte	monocyte
chr22	18442000	18442002	60.8	71	E032_monocyte	monocyte
chr22	18444000	18444002	52.7	19	E032_monocyte	monocyte
chr22	18446000	18446002	52.9	80	E032_monocyte	monocyte
chr22	18448000	18448002	47.9	61	E032_monocyte	monocyte
chr22	18450000	18450002	42.6	79	E032_monocyte	monocyte
chr22	18452000	18452002	21.8	14	E032_monocyte	monocyte
chr22	18454000	18454002	44.3	22	E032_monocyte	monocyte
chr22	18456000	18456002	34.3	62	E032_monocyte	monocyte
chr22	18458000	18458002	57.8	15	E032_monocyte	monocyte
chr22	18460000	18460002	6.7	79	E032_monocyte	monocyte
chr22	18462000	18462002	48.1	72	E032_monocyte	monocyte
chr22	18464000	18464002	28.1	47	E032_monocyte	monocyte
chr22	18466000	18466002	77.1	17	E032_monocyte	monocyte
chr22	18468000	18468002	46.6	31	E032_monocyte	monocyte
chr22	18470000	18470002	14.1	59	E032_monocyte	monocyte
chr22	18472000	18472002	9.5	71	E032_monocyte	monocyte
chr22	18474000	18474002	40.7	55	E032_monocyte	monocyte
chr22	18476000	18476002	47.0	28	E032_monocyte	monocyte
chr22	18478000	18478002	39.2	32	E032_monocyte	monocyte
chr22	18480000	18480002	33.3	69	E032_monocyte	monocyte
chr22	18482000	18482002	32.1	48	E032_monocyte	monocyte
chr22	18484000	18484002	40.4	19	E032_monocyte	monocyte
chr22	18486000	18486002	10.8	15	E032_monocyte	monocyte
chr22	18488000	18488002	21.9	67	E032_monocyte	monocyte
chr22	18490000	18490002	30.3	73	E032_monocyte	monocyte
chr22	18492000	18492002	71.7	48	E032_monocyte	monocyte
chr22	18494000	18494002	57.4	78	E032_monocyte	monocyte
chr22	18496000	18496002	67.8	78	E032_monocyte	monocyte
chr22	18498000	18498002	42.0	26	E032_monocyte	monocyte
chr22	18500000	18500002	48.1	78	E032_monocyte	monocyte
chr22	18502000	18502002	25.9	11	E032_monocyte	monocyte
chr22	18504000	18504002	34.2	59	E032_monocyte	monocyte
chr22	18506000	18506002	46.2	59	E032_monocyte	monocyte
chr22	18508000	18508002	30.9	52	E032_monocyte	monocyte
chr22	18510000	18510002	34.6	16	E032_monocyte	monocyte
chr22	18512000	18512002	24.8	69	E032_monocyte	monocyte
chr22	18514000	18514002	24.2	73	E032_monocyte	monocyte
chr22	18516000	18516002	40.1	64	E032_monocyte	monocyte
chr22	18518000	18518002	14.9	6	E032_monocyte	monocyte
chr22	18520000	18520002	42.6	29	E032_monocyte	monocyte
chr22	18522000	18522002	17.9	21	E032_monocyte	monocyte
chr22	18524000	18524002	38.6	20	E032_monocyte	monocyte
chr22	18526000	18526002	37.3	20	E032_monocyte	monocyte
chr22	18528000	18528002	16.5	15	E032_monocyte	monocyte
chr22	18530000	18530002	27.9	6	E032_monocyte	monocyte
chr22	18532000	18532002	40.3	21	E032_monocyte	monocyte
chr22	18534000	18534002	69.6	78	E032_monocyte	monocyte
chr22	18536000	18536002	52.8	45	E032_monocyte	monocyte
chr22	18538000	18538002	38.8	49	E032_monocyte	monocyte
chr22	18540000	18540002	57.4	10	E032_monocyte	monocyte
chr22	18542000	18542002	56.6	78	E032_monocyte	monocyte
chr22	18544000	18544002	57.2	73	E032_monocyte	monocyte
chr22	18546000	18546002	46.7	17	E032_monocyte	monocyte
chr22	18548000	18548002	54.7	10	E032_monocyte	monocyte
chr22	18550000	18550002	21.2	41	E032_monocyte	monocyte
chr22	18552000	18552002	25.5	43	E032_monocyte	monocyte
chr22	18554000	18554002	67.2	32	E032_monocyte	monocyte
chr22	18556000	18556002	37.8	13	E032_monocyte	monocyte
chr22	18558000	18558002	30.0	48	E032_monocyte	monocyte
chr22	18560000	18560002	64.4	72	E032_monocyte	monocyte
chr22	18562000	18562002	29.0	68	E032_monocyte	monocyte
chr22	18564000	18564002	46.9	22	E032_monocyte	monocyte
chr22	18566000	18566002	64.3	61	E032_monocyte	monocyte
chr22	18568000	18568002	60.2	70	E032_monocyte	monocyte
chr22	18570000	18570002	50.9	56	E032_monocyte	monocyte
chr22	18572000	18572002	30.7	35	E032_monocyte	monocyte
chr22	18574000	18574002	35.7	12	E032_monocyte	monocyte
chr22	18576000	18576002	34.0	74	E032_monocyte	monocyte
chr22	18578000	18578002	19.8	46	E032_monocyte	monocyte
chr22	18580000	18580002	80.6	60	E032_monocyte	monocyte
chr22	18582000	18582002	33.7	16	E032_monocyte	monocyte
chr22	18584000	18584002	14.9	62	E032_monocyte	monocyte
chr22	18586000	18586002	67.8	36	E032_monocyte	monocyte
chr22	18588000	18588002	51.6	54	E032_monocyte	monocyte
